"number","name"
"13156","MITHILANCHAL EX"
"13157","TIRHUT EXPRESS"
"13158","TIRHUT EXPRESS"
"13159","KOLKATA JBN EXP"
"13160","JBN KOLKATA EXP"
"13161","KOAA BLGT EXP"
"13162","BLGT KOAA EXP"
"13163","HATE BAZARE EXP"
"13164","HATE BAZARE EXP"
"13165","KOAA SMI EXPRES"
"13166","SMI KOAA EXP"
"13167","KOAA AGC EXPRES"
"13168","AGC KOAA EXP"
"13185","GANGASAGAR EXP"
"13186","GANGA SAGAR EXP"
"13187","SDAH RPH EXP"
"13188","RPH SDAH EXP"
"13201","RJPB LTT EXP"
"13202","LTT RJPB EXP"
"13225","INTERCITY EXPRE"
"13226","INTERCITY EXPRE"
"13233","RAJGRIHA EXPRES"
"13234","RAJGRIHA EXPRES"
"13235","INTERCITY EXP"
"13236","INTERCITY EXP"
"13237","PNBE KOTA EXP"
"13238","KOTA PNBE EXP"
"13239","PNBE KOTA EXP"
"13240","KOTA PNBE EXP"
"13241","BANKA RJPB EXP"
"13242","RJPB BANKA EXP"
"13245","CAPITAL EXPRESS"
"13246","CAPITAL EXP"
"13247","RJPB CAPITAL EX"
"13248","KYQ CAPITAL EXP"
"13255","PPTA CDG EXP"
"13256","CDG  PPTA EXP"
"13281","NTSK  RJPB  EXP"
"13282","RJPB NTSK EXP"
"13287","SOUTH BIHAR EXP"
"13288","SOUTH BIHAR EXP"
"13301","SUBARNAREKHA EX"
"13302","SUBARNAREKHA EX"
"13307","GANGASUTLEJ EXP"
"13308","GANGASATLUJ EXP"
"13329","GANGADAMODAR EX"
"13330","GANGADAMODAR EX"
"13331","DHN PNBE EXPRES"
"13332","PNBE DHN EXPRES"
"13345","SGRL INTERCITY"
"13346","BSB INTERCITY E"
"13347","PALAMOU EXPRESS"
"13348","PALAMOU EXP"
"13351","DHN ALAPPUZHA E"
"13352","DHANBAD EXPRESS"
"13401","INTERCITY   EXP"
"13402","INTERCITY  EXP"
"13403","VANANCHAL EXP"
"13404","VANANCHAL EXP"
"13413","FARAKKA EXPRESS"
"13414","FARKKA EXPRESS"
"13415","MLDT PNBE EXPRE"
"13416","PNBE MLDT EXPRE"
"13417","DGHA MLDT EXP"
"13418","MLDT DGHA EXP"
"13419","JANASEWA EXPRES"
"13420","JANSEWA EXPRESS"
"13423","BGP AII EXPRESS"
"13424","AII BGP EXP"
"13425","MLDT ST EXP"
"13426","ST MALDA TOWN E"
"13429","MLDT ANVT EXP"
"13430","ANVT MLDT EXP"
"13465","INTERCITY EXP"
"13466","INTERCITY EXP"
"13483","FARAKKA EXPRESS"
"13484","FARAKKA EXPRESS"
"13507","ASN GKP EXPRESS"
"13508","GKP ASN EXPRESS"
"13509","ASN GD EXPRESS"
"13510","GD ASN EXPRESS"
"13511","TATA ASN EXP"
"13512","TATANAGAR  EXP"
"14001","DLI ATTARI EXP"
"14002","ATTARI DLI EXP"
"14003","MLDT NDLS EXPRE"
"14004","NDLS MLDT EXP"
"14005","LICHCHAVI EXP"
"14006","LICHCHAVI EXP"
"14007","SADBHAVANA EXP"
"14008","SADHBHAWNA EXP"
"14011","DLI HSX EXP"
"14012","HSX DLI EXP"
"14013","SLN DEE EXP"
"14014","SULTANPUR EXP"
"14015","SADBHAVANA EXP"
"14016","SADHBHAWNA EXP"
"14017","SADBHAVANA EXP"
"14018","SADBHAVNA EXP"
"14033","JAMMU MAIL"
"14034","JAMMU MAIL"
"14035","DAULADHAR EXP"
"14036","DHAULADHAR EXP"
"14037","DLI PTK EXP"
"14038","PTK DLI EXP"
"14041","MUSSOORIE EXP"
"14042","MUSSOORIE EXP"
"14043","GARHWAL EXPRESS"
"14044","GARHWAL EXPRESS"
"14055","BRAHMPUTRA MAIL"
"14056","BRAHMPUTRA MAIL"
"14095","HIMALYAN QUEEN"
"14096","HIMALAYAN QUEEN"
"14114","LINK EXPRESS"
"14115","ALD HW EXP"
"14116","HW ALD EXP"
"14119","KGM DDN EXPRESS"
"14120","DDN KGM EXPRESS"
"14151","CNB ANVT EXP"
"14152","ANVT CNB EXP"
"14153","CNB ASR EXP"
"14154","ASR CNB EXPRESS"
"14155","CNB UHP EXP"
"14156","UHP CNB EXP"
"14163","SANGAM EXPRESS"
"14164","SANGAM EXP"
"14203","BSB LKO INTRCIT"
"14204","LKO BSB INTRCIT"
"14205","FD DLI EXP"
"14206","DLI FD EXP"
"14207","PADMAVAT EXPRES"
"14208","PADMAVAT EXPRES"
"14209","PRG LKO INTRCTY"
"14210","LKO PRG INTRCIT"
"14211","INTERCITY EXP"
"14212","INTERCITY EXP"
"14213","BSB GD INTERCIT"
"14214","GD BSB INTERCIT"
"14215","GANGA GOMTI EXP"
"14216","GANGA GOMTI EXP"
"14217","UNCHAHAR EXP"
"14218","UNCHAHAR EXP"
"14219","BSB LKO EXP"
"14220","LKO BSB EXP"
"14223","BUDH PURNIMA EX"
"14224","BUDHPURNIMA EXP"
"14227","VARUNA EXPRESS"
"14228","VARUNA EXP"
"14235","BSB BE EXPRESS"
"14236","BE BSB EXPRESS"
"14257","K V EXP"
"14258","KASHI V EXPRESS"
"14259","EKATMATA EXPRES"
"14260","EKATMATA EXPRES"
"14265","BSB DDN EXP"
"14266","DDN BSB EXPRESS"
"14307","PRG BE EXPRESS"
"14309","UJJAINI EXPRESS"
"14310","UJJAIYANI EXP"
"14311","ALA HAZRAT EXP"
"14312","ALA HAZRAT EXP"
"14313","BAREILLY EXP"
"14314","BE LTT EXPRESS"
"14315","INTERCITY EXP"
"14316","INTERCITY EXP"
"14317","IND DDN EXPRESS"
"14318","DDN INDB EXP"
"14319","INDB BARELLY EX"
"14320","BE INDB EXPRESS"
"14321","BE BHUJ EXP"
"14322","BAREILLY EXPRES"
"14323","NDLS ROK EXP"
"14324","ROK NDLS EXP"
"14369","TRIBENI EXPRESS"
"14370","TRIVENI EXP"
"14501","BTI JAT EXP"
"14502","JAT BTI EXP"
"14503","KLK SVDK EXPRES"
"14504","SVDK KLK EXP"
"14511","NAUCHANDI EXP"
"14512","NAUCHANDI EXP"
"14519","KISAN EXPRESS"
"14520","KISAN EXPRESS"
"14521","DLI UMB EXP"
"14522","UMB DLI  EXP"
"14523","HARIHARNATH EXP"
"14524","UMB BJU EXP"
"14525","SGNR INTERCITY"
"14526","UMB INTERCITY"
"14553","HIMACHAL EXP"
"14554","HIMACHAL EXPRES"
"14555","BAREILLY DLI EX"
"14556","BAREILLY EXP"
"14609","HEMKUNT EXP"
"14610","HEMKUNT EXP"
"14615","LKU ASR EXP"
"14616","ASR LKU EXP"
"14623","PATALKOT EXP"
"14624","PATALKOT EXP"
"14625","FZR INTERCITY"
"14626","DEE INTERCITY"
"14631","DDN ASR EXPRESS"
"14632","ASR DDN EXPRESS"
"14645","SHALIMAR EXP"
"14646","SHALIMAR EXP"
"14649","SARYU YAMUNA EX"
"14650","SARYUYAMUNA EXP"
"14659","DLI JSM EXPRESS"
"14660","JSM DLI EXPRESS"
"14662","MALANI EXP"
"14673","SHAHEED EXPRESS"
"14674","SHAHEED EXP"
"14681","NDLS JUC EXPRES"
"14682","JUC NDLS EXPRES"
"14705","DEE BGKT EXP"
"14706","BGKT DEE EXP"
"14707","RANAKPUR EXPRES"
"14708","RANAKPUR EXPRES"
"14709","BKN PURI EXP"
"14710","PURI BKN EXPRES"
"14711","RKSH SGNR EXP"
"14712","SGNR RKSH EXP"
"14713","SGNR JAT EXP"
"14714","JAT SGNR EXP"
"14723","KALINDI EXPRESS"
"14724","KALINDI EXPRESS"
"14731","DLI FKA EXP"
"14732","FKA DLI EXP"
"14803","BGKT ADI EXPRES"
"14804","ADI BGKT EXPRES"
"14805","BARMER AC EXP"
"14806","BME YPR AC EXP"
"14809","JSM JU EXPRESS"
"14810","JU JSM EXPRESS"
"14811","SIKR DEE EXPRES"
"14812","DEE SIKAR EXP"
"14853","MARUDHAR EXPRES"
"14854","MARUDHAR EXPRES"
"14863","MARUDHAR EXPRES"
"14864","MARUDHAR EXPRES"
"14865","MARUDHAR EXPRES"
"14866","MARUDHAR EXPRES"
"14887","KLK BME EXPRESS"
"14888","BARMER  KLK EXP"
"14889","JU MBF LINK EXP"
"14890","MBF BGKT EXP"
"15001","MFP DDN EXP"
"15002","DDN MFP EXP"
"15003","CHAURICHAURAEXP"
"15004","CHAURICHAURAEXP"
"15005","GKP DDN EXPRESS"
"15006","DDN GKP EXP"
"15007","BCY  LJN EXPRES"
"15008","LJN  BCY  EXP"
"15011","LJN CDG EXPRESS"
"15012","CDG LJN EXPRESS"
"15013","RANIKHET EXP"
"15014","RANIKHET EXP"
"15015","GKP YPR EXPRESS"
"15016","YPR GORAKPUR EX"
"15017","GORAKHPUR EXP"
"15018","GKP LTT EXP"
"15021","SHM GKP EXPRESS"
"15022","GKP SHM EXPRESS"
"15023","GKP YPR EXP"
"15024","YPR GKP EXP"
"15025","MAU ANVT EXPRES"
"15026","ANVT MAU EXP"
"15027","MAURYA EXP"
"15028","MAURYA EXPRESS"
"15029","GKP PUNE EXP"
"15030","PUNE GKP EXPRES"
"15031","RMR CDG EXP"
"15032","CDG RMR  EXP"
"15033","HW RMR EXP"
"15034","RMR HW EXP"
"15035","UTR SAMPRK K EX"
"15036","UTR SAMPRK K EX"
"15043","LJN KGM EXP"
"15044","KGM LJN EXP"
"15045","GKP OKHA EXPRES"
"15046","GORAKHPUR EXP"
"15047","PURBANCHAL EXP"
"15048","PURVANCHAL EXP"
"15049","KOAA  GKP  EXP"
"15050","GKP KOLKATA EXP"
"15051","KOAA GKP EXP"
"15052","GKP KOLKATA EXP"
"15053","CPR LJN EXP"
"15054","LJN CPR EXP"
"15055","AF RMR EXPRESS"
"15056","RMR AF EXP"
"15057","GKP ANVT EXP"
"15058","ANVT GKP EXP"
"15097","AMARNATH EXP"
"15098","AMARNATH EXP"
"15103","MUV INTERCITY"
"15104","GKP INTERCITY"
"15107","CPR MTJ EXPRESS"
"15108","MTJ CPR EXPRESS"
"15111","BCY INTERCITY"
"15112","CPR INTERCITY"
"15115","LOK NAYAK EXP"
"15116","LOK NAYAK EXP"
"15117","MUV JBP EXPRES"
"15118","JBP MUV EXPRESS"
"15119","RMM MUV EXPRESS"
"15120","MUV RMM EXP"
"15159","SARNATH EXPRESS"
"15160","SARNATH EXPRESS"
"15203","BJU LJN EXP"
"15204","LJN BJU EXP"
"15205","CHITRAKUT  EXP"
"15206","CHITRAKUT EXP"
"15227","MUZAFFARPUR EXP"
"15228","MFP YPR EXP"
"15231","BJU GONDIA EXP"
"15232","GONDIA BJU EXP"
"15233","KOAA DBG EXP"
"15234","DBG KOAA EXPRES"
"15235","HWH DBG EXPRESS"
"15236","DBG HWH EXPRESS"
"15273","SATYAGRAH EXP"
"15274","SATYAGRAH EXP"
"15279","POORBIYA EXP"
"15280","POORABIYA EXP"
"15307","NAINITAL EXP"
"15308","NAINITAL EXP"
"15315","GOKUL EXP"
"15316","GOKUL EXPRESS"
"15483","MAHANANDA EXP"
"15484","MAHANANDA EXP"
"15601","PORVOTR S KRNTI"
"15603","INTER CITY EXP"
"15604","INTERCITY  EXP"
"15605","JTTN INTERCITY"
"15606","GHY INTERCITY"
"15613","KYQ MZS IC EXP"
"15614","MZS KYQ IC EXP"
"15617","GHY NHLN I C EX"
"15618","NHLN GHY IC EXP"
"15619","GAYA KYQ WKLY E"
"15620","KYQ GYA WKLY EX"
"15621","KYQ ANVT EXPRES"
"15622","ANVT KYQ EXPRES"
"15623","BGKT KYQ EXP"
"15624","KYQ BGKT EXPRES"
"15629","GUWAHATI EXPRES"
"15630","GUWAHATI MS EXP"
"15631","BME GHY EXPRESS"
"15632","GHY BME BKN EXP"
"15635","GUWAHATI EXPRES"
"15636","DWARKA  EXPRESS"
"15639","PURI GHY EXPRES"
"15640","GHY PURI EXPRES"
"15643","PURI KYQ EXPRES"
"15644","KYQ PURI EXPRES"
"15645","GUWAHATI EXPRES"
"15646","GHY LTT EXP"
"15647","GUWAHATI EXPRES"
"15648","GHY LTT EXPRESS"
"15651","LOHIT EXPRESS"
"15652","LOHIT EXPRESS"
"15653","AMARNATH EXPRES"
"15654","JAMMU GHY EXPRE"
"15657","KANCHANJANGA EX"
"15658","KANCHANJUNGA EX"
"15661","RNC  KYQ EXPRES"
"15662","KYQ RNC EXPRESS"
"15665","B  G  EXPRESS"
"15666","B G EXPRESS"
"15667","KAMAKHYA EXPRES"
"15668","KYQ GIMB EXPRES"
"15669","NAGALAND EXPRES"
"15670","NAGALAND EXPRES"
"15707","KIR ASR EXPRESS"
"15708","ASR KIR EXPRESS"
"15711","HWH KIR EXPRESS"
"15712","KIR HWH EXPRESS"
"15713","INTERCITY EXP"
"15714","INTERCITY EXP"
"15715","GARIB NAWAJ EXP"
"15716","GARIB NAWAJ EXP"
"15719","INTERCITY"
"15720","INTERCITY"
"15721","PAHARIA EXPRESS"
"15722","PAHARIA EXPRESS"
"15723","NJP SMI EXPRESS"
"15724","SMI NJP EXPRESS"
"15815","INTERCITY EXP"
"15816","INTERCITY EXP"
"15817","DBB SHTT RR EXP"
"15818","SHTT DBB RR EXP"
"15901","NEW TINSUKIA EX"
"15902","NTSK SBC EXPRES"
"15903","DBRG CDG EXPRES"
"15904","CDG DBRG EXPRES"
"15905","DBRG  VIVEK EXP"
"15906","VIVEK EXPRESS"
"15909","ABADH ASSAM EXP"
"15910","AVADH ASSAM EXP"
"15927","RNY DBRG EXPRES"
"15928","DBRG RNY EXPRES"
"15929","DIBRUGARH EXP"
"15930","DBRG MS EXPRESS"
"15933","DBRG ASR EXPRES"
"15934","ASR DBRG EXPRES"
"15941","JHAJHA DBRG EXP"
"15942","DBRG JHAJHA EXP"
"15959","KAMRUP EXPRESS"
"15960","KAMRUP EXPRESS"
"16003","MAS NSL EXPRESS"
"16004","NSL MAS WKLY EX"
"16021","KAVERI  EXPRESS"
"16022","KAVERI EXPRESS"
"16031","ANDAMAN EXPRESS"
"16032","ANDAMAN EXPRESS"
"16053","TIRUPATHI EXP"
"16054","MADRAS EXPRESS"
"16057","SAPTHAGIRI EXP"
"16058","SAPTAGIRI EXP"
"16093","LUCKNOW EXP"
"16094","LJN  MAS EXP"
"16101","RAMESWARAM EXP"
"16102","CHENNAI EXPRESS"
"16105","TIRUCHENDUR EXP"
"16106","TCN CHENNAI EXP"
"16125","MS JODHPUR EXP"
"16126","JU MS EXPRESS"
"16127","MS GURUVAYUR EX"
"16128","GUV CHENNAI EXP"
"16129","MS TN LINK EXP"
"16130","TN MS LINK EXP"
"16175","KARAIKAL EXP"
"16176","CHENNAI EXP"
"16177","ROCK FORT EXP"
"16178","ROCKFORT EXPRES"
"16179","MANNAI EXP"
"16180","MANNAI EXP"
"16181","SILAMBU EXPRESS"
"16182","SILAMBU EXPRESS"
"16183","UZHAVAN EXPRESS"
"16184","UZHAVAN EXPRESS"
"16185","VELANKANNI EXP"
"16186","VELANKANNI EXP"
"16187","ERNAKULAM EXP"
"16188","ERS KARAIKALEXP"
"16201","SBC SMET EXP"
"16202","SMET SBC EXP"
"16203","TIRUPATHY EXP"
"16204","TPTY MAS EXPRES"
"16205","MYSORE EXPRESS"
"16206","TALGUPPA EXP"
"16209","AII MYS EXPRESS"
"16210","AJMER EXPRESS"
"16215","CHAMUNDI EXP"
"16216","CHAMUNDI EXPRES"
"16217","MYS SNSI EXPRES"
"16218","SNSI MYS EXPRES"
"16227","TALGUPPA EXP"
"16228","BANGALORE EXP"
"16229","MYS BSB EXP"
"16230","BSB MYS EXP"
"16231","MYSORE EXPRESS"
"16232","MAILADUTURAI EX"
"16235","MYSORE  EXP"
"16236","TUTICORIN EXP"
"16301","VENAD EXPRESS"
"16302","VENAD EXPRESS"
"16303","VANCHINAD EXP"
"16304","VANCHINAD EXP"
"16305","CANNANORE EXP"
"16306","ERNAKULAM EXP"
"16307","CANNANORE EXP"
"16308","ALLEPPEY EXP"
"16311","BKN KCVL EXPRES"
"16312","BIKANER EXPRESS"
"16313","CANNANORE EXP"
"16314","ERNAKULAM EXP"
"16315","KOCHUVELI EXP"
"16316","BANGALORE EXP"
"16317","HIMSAGAR EXP"
"16318","HIMSAGAR EXP"
"16331","TRIVANDRAM EXP"
"16332","MUMBAI EXPRESS"
"16333","VRL TVC EXPRESS"
"16334","VERAVAL EXPRESS"
"16335","NAGERCOIL EXP"
"16336","GANDHIDHAM EXP"
"16337","OKHA ERS EXPRES"
"16338","OKHA EXPRESS"
"16339","NAGARCOIL EXP"
"16340","MUMBAI EXPRESS"
"16341","TRIVANDRUM EXP"
"16342","GURUVAYUR EXP"
"16343","AMRITHA EXPRESS"
"16344","AMRITHA EXPRESS"
"16345","NETRAVATI EXP"
"16346","NETRAVATHI EXP"
"16347","MANGALORE EXP"
"16348","TRIVANDRUM EXP"
"16349","RAJYA RANI EXP"
"16350","RAJYA RANI EXP"
"16351","NAGARCOIL EXP"
"16352","NCJ MUMBAI EXP"
"16353","KCG NCJ EXP"
"16354","KACHEGUDA EXP"
"16359","ERS PATNA EXP"
"16360","PNBE ERS EXPRES"
"16381","KANYAKUMARI EXP"
"16382","CAPE MUMBAI EXP"
"16501","ADI YPR EXPRESS"
"16502","AHMADABAD EXP"
"16505","GIMB SBC EXPRES"
"16506","GANDHIDHAM EXP"
"16507","BGKT SBCEXP"
"16508","JODHPUR EXPRESS"
"16515","YPR KAWR EXPRES"
"16516","KAWR YPR EXPRES"
"16517","KANNUR  EXP"
"16518","BANGALORE EXP"
"16523","KARWAR  EXP"
"16524","BANGALORE EXP"
"16525","BANGALORE EXP"
"16526","KANYAKUMARI EXP"
"16527","YPR CANNANORE E"
"16528","YESVANTPUR EXP"
"16531","SBC GARIB NAWAJ"
"16532","GARIB NAWAZ EXP"
"16533","BGKT SBC EXPRES"
"16534","SBC JODHPUR EXP"
"16535","GOLGUMBAZ EXP"
"16536","GOLGUMBAZ EXP"
"16557","RAJYARANI EXP"
"16558","RAJYARANI EXP"
"16561","KOCHUVELI  ACEX"
"16562","KCVL YPR AC EXP"
"16565","MANGALOREEXP"
"16566","YESVANTPUR  EXP"
"16569","YPR KCG EXP"
"16570","KCG YPR EXP"
"16571","YPR BIDR EXP"
"16572","BIDR YPR EXP"
"16573","PUDUCHERRY EXP"
"16574","YESVANTPUR EXP"
"16577","YPR HRR EXP"
"16578","HRR YPR EXP"
"16579","SHIMOGA EXP"
"16580","YESVANTHPUR EXP"
"16587","YPR BKN EXP"
"16588","BKN YPR EXPRESS"
"16589","RANI CHENNAMMA"
"16590","RANICHENNAMA EX"
"16591","HAMPI EXPRESS"
"16592","HAMPI EXP"
"16593","NED SBC EXP"
"16594","SBC NANDED EXP"
"16603","MAVELI EXPRESS"
"16604","MAVELI EXPRESS"
"16605","ERNAD EXPRESS"
"16606","ERNAD EXPRESS"
"16609","COIMBATORE EXP"
"16610","NAGERCOIL EXP"
"16611","TN CBE LINK EXP"
"16612","CBE TN LINK EXP"
"16613","COIMBATORE EXP"
"16614","RAJKOT EXPRESS"
"16615","CHEMMOZHI EXP"
"16616","CHEMMOZHI EXP"
"16617","COIMBATORE EXP"
"16618","RAMESWARAM EXP"
"16629","MALABAR EXP"
"16630","MALABAR EXPRESS"
"16649","PARASURAM EXP"
"16650","PARASURAM EXP"
"16687","NAVYUG EXP"
"16688","NAVYUG EXPRESS"
"16713","RAMESWARAM EXP"
"16714","RMM CHENNAI EXP"
"16723","ANANTAPURI EXP"
"16724","ANANTAPURI EXP"
"16733","RMM OKHA EXPRES"
"16734","RAMESWARAM EXP"
"16779","TPTY RMM EXP"
"16780","RMM TPTY EXP"
"16787","TEN JAMMU EXP"
"16853","TRICHY EXPRESS"
"16854","CHENNAI EXPRESS"
"16855","MANGALORE EXP"
"16856","PUDUCHERRY EXP"
"16857","MANGALORE EXP"
"16858","PUDUCHERRY EXP"
"16859","MS MANGALORE EX"
"16860","MAQ CHENNAI EXP"
"16861","PDY CAPE EXPRES"
"16862","PUDUCHERRY EXP"
"16863","BGKT MQ EXPRESS"
"16864","MQ BGKT EXP"
"17001","SNSI SC EXP"
"17002","SC SNSI EXP"
"17005","HYB RXL EXPRESS"
"17006","DBG HYB EXPRESS"
"17007","SC DBG EXPRESS"
"17008","DBG SC EXPRESS"
"17013","PUNE HYB EXPRES"
"17014","HYB PUNE EXP"
"17015","VISAKHA EXPRESS"
"17016","VISAKHA EXP"
"17017","RJT SC EXPRESS"
"17018","RAJKOT EXPRESS"
"17019","AII HYB EXP"
"17020","HYB AII  EXP"
"17023","TUNGABHADRA EXP"
"17024","TUNGABHADRA EXP"
"17025","MUGR SC EXPRESS"
"17026","SC MUGR EXPRESS"
"17031","HYDERABAD EXP"
"17032","MUMBAI EXP"
"17035","KAGHAZNAGAR EXP"
"17036","KAGHAZNAGAR EXP"
"17037","SC BKN EXP"
"17038","BKN SC EXP"
"17057","DEVAGIRI EXP"
"17058","DEVAGIRI EXP"
"17063","AJANTA EXPRESS"
"17064","AJANTA EXPRESS"
"17201","GOLCONDA EXP"
"17202","GOLCONDA EXP"
"17203","BVC KAKINADA EX"
"17204","COA BVC EXPRESS"
"17205","SNSI COA EXP"
"17206","COA SNSI EXP"
"17207","SNSI BZA EXP"
"17208","BZA SNSI EXP"
"17209","SESHADRI EXPRES"
"17210","SHESHADRI EXP"
"17211","KONDAVEEDU EXP"
"17212","KONDAVEEDU EXP"
"17213","NS NSL EXP"
"17214","NSL NS EXP"
"17221","COA  LTT EXPRES"
"17222","LTT COA EXPRESS"
"17225","AMARAVATHI EXP"
"17226","AMARAVATI EXP"
"17229","SABARI EXPRESS"
"17230","SABARI EXP"
"17231","NS NSL EXP"
"17232","NSL NS EXP"
"17233","BHAGYANAGAR EXP"
"17234","BHAGYANAGAR EXP"
"17235","NAGERCOIL EXP"
"17236","BANGALORE EXP"
"17239","SIMHADRI EXP"
"17240","SIMHADRI EXPRES"
"17249","MTM SC EXP"
"17250","MACHILIPTNM EXP"
"17255","NS HYDRABAD EXP"
"17256","NARASAPUR EXP"
"17301","MYS DHARWAD EXP"
"17302","DWR MYSORE EXP"
"17305","NZM LINK EXP"
"17307","BASAVA EXPRESS"
"17308","BASAVA EXPRESS"
"17309","YPR VASCO EXP"
"17310","YPR BIWEEKLY EX"
"17311","MAS VASCO EXP"
"17312","VSG CHENNAI EXP"
"17313","MAS HUBLI EXP"
"17314","UBL CHENNAI EXP"
"17315","VELANKANNI EXP"
"17316","VLNK VSG EXP"
"17317","LOKAMANYA TT EX"
"17318","LTT HUBLI EXP"
"17319","SECUNDRABAD EXP"
"17320","SC  UBL EXP"
"17321","UBL LTT EXP"
"17322","LTT HUBLI EXP"
"17401","TPTY MTM NS EXP"
"17402","MTM TPTY EXP"
"17404","NS  TPTY EXP"
"17405","KRISHNA EXPRESS"
"17406","KRISHNA EXP"
"17407","PAMANI EXPRESS"
"17408","TIRUPATI EXPRES"
"17411","MAHALAXMI EXP"
"17412","MAHALAXMI EXP"
"17415","HARIPRIYA EXP"
"17416","HARIPRIYA EXP"
"17417","TPTY SNSI  EXP"
"17418","TIRUPATI EXPRES"
"17429","RAYALASEEMA EXP"
"17430","RAYALASEEMA EXP"
"17479","PURI TPTY EXP"
"17480","TPTY PURI EXP"
"17481","BSP TPTY EXPRES"
"17482","TPTY BSP EXP"
"17487","TIRUMALA EXP"
"17488","TIRUMALA EXPRES"
"17603","KCG YPR EXP"
"17604","KACHEGUDA EXP"
"17605","MAQ KCG EXPRESS"
"17606","KCG  MAQ  EXP"
"17609","PNBE  PAU EXP"
"17610","PAU PNBE EXP"
"17613","PUNE NANDED EXP"
"17614","NED PUNE EXP"
"17615","KCG MDU EXP"
"17616","KACHEGUDA EXP"
"17617","TAPOVAN EXPRESS"
"17618","TAPOVAN EXP"
"17619","AWB NED EXP"
"17620","NED AWB EXP"
"17621","AWB RU EXPRESS"
"17622","RU AWB EXPRESS"
"17623","NED BKN EXP"
"17624","BKN NED EXP"
"17639","KCG AK EXP"
"17640","AK KCG EXP"
"17641","KCG NRKR EXP"
"17642","NRKR KCG EXP"
"17643","CIRCAR EXP"
"17644","CIRCAR EXP"
"17651","KACHEGUDA  EXP"
"17652","KCG MS EXP"
"17688","MARATHWADA EXP"
"18001","KANDARI EXPRESS"
"18002","KANDARI EXPRESS"
"18005","HWH KORAPUT EXP"
"18006","KORAPUT HWH EXP"
"18009","SRC AII EXPRESS"
"18010","SANTRAGACHI EXP"
"18029","LTT SHALIMAR EX"
"18030","SHM LTT EXPRESS"
"18047","AMARAVATHI EXP"
"18048","VSG HOWRAH EXP"
"18101","TATA JAT EXP"
"18103","JALIANWALA B EX"
"18104","JALIANWALA B EX"
"18105","ROU BBS INT EXP"
"18106","BBS ROU INT EXP"
"18107","ROU KRPU EXPRES"
"18108","KRPU ROU EXPRES"
"18109","ROU MURI JAT EX"
"18110","JAT MURI ROU EX"
"18111","TATA YPR EXP"
"18112","YPR TATA EXP"
"18181","TATA CPR EXP"
"18182","CPR TATA EXP"
"18183","TATA  DNR EXP"
"18184","DNR TATA EXP"
"18189","TATA ALLP EXP"
"18191","UTSARG EXP"
"18192","UTSARG EXP"
"18201","DURG NTV EXP"
"18202","NTV DURG EXP"
"18203","BETWA EXPRESS"
"18204","BETWA EXPRESS"
"18205","DURG NTV EXP"
"18206","NTV DURG EXP"
"18207","DURG AII EXP"
"18208","AII DURG EXP"
"18209","DRZ R EXPRESS"
"18210","R DRZ EXPRESS"
"18211","DURG JDB EXP"
"18212","JDB DURG EXP"
"18213","DURG JP EXP"
"18214","JP DURG EXP"
"18215","DURG JAT EXPRES"
"18216","JAT DURG EXP"
"18233","NARMADA EXPRESS"
"18234","NARMADA EXP PSG"
"18235","BPL BSP PASSENGER"
"18237","CHATTISGARH EXP"
"18238","CHHATISGARH EXP"
"18239","GAD NGP EXP"
"18240","NGP BILASPUR EX"
"18243","BSP BGKT EXPRES"
"18244","BGKT BSP EXP"
"18245","BSP BKN EXPRESS"
"18246","BKN BSP EXP"
"18301","SBP RGDA EXPRES"
"18302","RGDA SBP EXPRES"
"18303","SBP PURI INT EX"
"18304","PURI SBP INT EX"
"18309","NAGAVALI EXPRES"
"18310","NAGAWALI  EXP"
"18311","SBP BSB EXPRESS"
"18312","BSB SBP EXPRESS"
"18401","PURI OKHA EXP"
"18402","OKHA PURI EXP"
"18403","CKP BBN INT EXP"
"18404","BBN CKP INT EXP"
"18405","PURI  ADI EXP"
"18406","ADI PURI EXP"
"18407","PURI SNSI EXP"
"18408","SNSI PURI EXP"
"18409","SRIJAGANNATHEXP"
"18410","SRIJAGANNATH EX"
"18411","INTER CITY EXP"
"18412","INTER CITY EXP"
"18415","BBN PURI EXP"
"18416","PURI KDJR EXP"
"18417","RAJYA RANI EXP"
"18418","RAJYA RANI EXP"
"18419","PURI JYG EXP"
"18420","JYG DBG PURI EX"
"18421","PURI AJMER EXP"
"18422","AII PURI EXP"
"18425","PURI DURG EXP"
"18426","DURG PURI EXP"
"18437","BBS BWIP LINK E"
"18438","BWIP BBS LINK E"
"18447","HIRAKHAND EXP"
"18448","HIRAKHAND EXP"
"18449","B NATH DHAM EXP"
"18450","B NATH DHAM EXP"
"18451","TAPASWINI EXPRE"
"18452","TAPASWINI EXPRE"
"18463","PRASANTHI EXP"
"18464","PRASANTHI EXP"
"18473","PURI JU EXPRESS"
"18474","JU PURI EXPRESS"
"18477","UTKAL EXPRESS"
"18478","KALINGAUTKALEXP"
"18495","BHUBANESWAR EXP"
"18496","BBS RMM EXPRESS"
"18501","VSKP GIMB EXP"
"18502","GIMB VSKP EXP"
"18503","VSKP  SNSI   EX"
"18504","SNSI VSKP EXP"
"18507","VSKP ASR HKG EX"
"18508","HIRAKUND EXP"
"18509","VSKP NED EXPRES"
"18510","NED VSKP EXP"
"18515","TATA VSKP EXP"
"18516","VSKP TATA EXP"
